LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,RH2M,PRECTOTCORR,T2MDEW,study
-48.41,-10.7,2014,12,2,336,2014-12-02,26.22,31.86,21.24,10.62,73.79,1.78,20.79,39
-48.41,-10.7,2014,12,3,337,2014-12-03,24.52,28.91,21.95,6.96,78.53,0.13,20.31,39
-48.41,-10.7,2014,12,4,338,2014-12-04,25.8,31.68,19.84,11.84,72.73,0,20.12,39
-48.41,-10.7,2014,12,5,339,2014-12-05,26.89,32.22,21.28,10.94,70.54,11.2,20.68,39
-48.41,-10.7,2014,12,6,340,2014-12-06,24.52,28.24,22.02,6.22,86.1,9.37,21.93,39
-48.41,-10.7,2014,12,7,341,2014-12-07,23.66,27.02,20.92,6.1,83.78,1.67,20.57,39
-48.41,-10.7,2014,12,8,342,2014-12-08,24.54,29.63,20.35,9.28,82.68,4.25,21.13,39
-48.41,-10.7,2014,12,9,343,2014-12-09,24.74,29.23,21.07,8.16,81.37,2.48,21.07,39
-48.41,-10.7,2014,12,10,344,2014-12-10,26.72,32.69,21.32,11.37,72.57,0.06,20.88,39
-48.41,-10.7,2014,12,11,345,2014-12-11,26.63,30.89,21.99,8.9,74.09,11.32,21.33,39
-48.41,-10.7,2014,12,12,346,2014-12-12,24.85,27.37,22.4,4.97,84.75,6.62,22.04,39
-48.41,-10.7,2014,12,13,347,2014-12-13,25.37,30.12,21.71,8.41,80.97,30.75,21.51,39
-48.41,-10.7,2014,12,14,348,2014-12-14,25.43,29.62,21.82,7.8,84.13,23.64,22.35,39
-48.41,-10.7,2014,12,15,349,2014-12-15,24.52,27.87,21.79,6.08,87.5,13.49,22.18,39
-48.41,-10.7,2014,12,16,350,2014-12-16,25.5,30.04,21.75,8.29,83.11,1.64,22.15,39
-48.41,-10.7,2014,12,17,351,2014-12-17,25.46,29.49,22.21,7.28,84.68,10.91,22.5,39
-48.41,-10.7,2014,12,18,352,2014-12-18,24.72,27.96,21.78,6.18,86.36,3.78,22.15,39
-48.41,-10.7,2014,12,19,353,2014-12-19,24.46,27.45,21.94,5.51,87.49,1.17,22.12,39
-48.41,-10.7,2014,12,20,354,2014-12-20,24.41,27.98,21.8,6.18,87.59,17.83,22.08,39
-48.41,-10.7,2014,12,21,355,2014-12-21,24.6,28.98,21.4,7.58,85.9,4.57,21.92,39
-48.41,-10.7,2014,12,22,356,2014-12-22,25.01,29.38,21.36,8.02,85.79,20.53,22.29,39
-48.41,-10.7,2014,12,23,357,2014-12-23,24.11,26.91,21.71,5.2,87.28,12.7,21.8,39
-48.41,-10.7,2014,12,24,358,2014-12-24,25.1,29.16,21.26,7.9,84.07,8.04,22.08,39
-48.41,-10.7,2014,12,25,359,2014-12-25,25.91,30.81,21.79,9.02,80.37,4.08,22,39
-48.41,-10.7,2014,12,26,360,2014-12-26,26.24,31.44,21.78,9.66,76.75,1.43,21.47,39
-48.41,-10.7,2014,12,27,361,2014-12-27,26.41,31.73,20.38,11.35,69.7,1.77,20.06,39
-48.41,-10.7,2014,12,28,362,2014-12-28,26.91,32.21,20.73,11.48,68.6,0.02,20.27,39
-48.41,-10.7,2014,12,29,363,2014-12-29,27.1,32.41,21.8,10.61,71.03,5.31,21.07,39
-48.41,-10.7,2014,12,30,364,2014-12-30,26.17,30.66,21.89,8.77,78.7,24.07,21.94,39
-48.41,-10.7,2014,12,31,365,2014-12-31,26.93,31.27,23.16,8.11,74.58,2.61,21.76,39
-48.41,-10.7,2015,1,1,1,2015-01-01,26.71,31.2,23.01,8.19,76.94,1.69,22.08,39
-48.41,-10.7,2015,1,2,2,2015-01-02,27.13,32.08,22.56,9.52,72.15,0.04,21.32,39
-48.41,-10.7,2015,1,3,3,2015-01-03,27.87,33.23,23,10.23,66.71,1.69,20.73,39
-48.41,-10.7,2015,1,4,4,2015-01-04,26.4,31.45,21.89,9.56,78.01,8.86,21.96,39
-48.41,-10.7,2015,1,5,5,2015-01-05,25.92,30.93,21.31,9.62,79.79,6.3,21.85,39
-48.41,-10.7,2015,1,6,6,2015-01-06,26.29,31.13,21.5,9.63,77.84,3.94,21.8,39
-48.41,-10.7,2015,1,7,7,2015-01-07,26.89,31.22,22.95,8.27,73.71,5.99,21.58,39
-48.41,-10.7,2015,1,8,8,2015-01-08,26.77,31.52,21.88,9.64,74.21,1.74,21.55,39
-48.41,-10.7,2015,1,9,9,2015-01-09,26.7,30.37,23.15,7.22,75.29,1.67,21.71,39
-48.41,-10.7,2015,1,10,10,2015-01-10,25.98,29.94,22.08,7.86,79.12,3.8,21.93,39
-48.41,-10.7,2015,1,11,11,2015-01-11,25.37,28.77,22.27,6.5,82.75,2.91,22.1,39
-48.41,-10.7,2015,1,12,12,2015-01-12,26.16,30.75,23.03,7.72,78.03,0.82,21.74,39
-48.41,-10.7,2015,1,13,13,2015-01-13,24.84,28.57,22.19,6.38,83.7,2.19,21.72,39
-48.41,-10.7,2015,1,14,14,2015-01-14,25.84,30.38,20.52,9.86,75.69,3.17,20.83,39
-48.41,-10.7,2015,1,15,15,2015-01-15,24.06,27.51,21.59,5.92,83.64,1.52,21.01,39
-48.41,-10.7,2015,1,16,16,2015-01-16,24.42,29.63,20.9,8.73,81.13,0.34,20.74,39
-48.41,-10.7,2015,1,17,17,2015-01-17,25.49,30.29,21.12,9.17,80.52,0.42,21.61,39
-48.41,-10.7,2015,1,18,18,2015-01-18,26,29.91,21.65,8.26,78.46,4.94,21.74,39
-48.41,-10.7,2015,1,19,19,2015-01-19,26,30.33,22.52,7.81,80.74,4.44,22.21,39
-48.41,-10.7,2015,1,20,20,2015-01-20,24.33,27.07,22.17,4.9,87.41,3.56,22.02,39
-48.41,-10.7,2015,1,21,21,2015-01-21,23.31,26.2,20.73,5.47,88.35,3.95,21.2,39
-48.41,-10.7,2015,1,22,22,2015-01-22,25.54,31.84,19.96,11.88,72.77,0.13,19.56,39
-48.41,-10.7,2015,1,23,23,2015-01-23,26.2,31.44,20.83,10.61,67.22,1.03,19.04,39
-48.41,-10.7,2015,1,24,24,2015-01-24,23.98,27.49,21.41,6.08,84.35,27.51,21.05,39
-48.41,-10.7,2015,1,25,25,2015-01-25,23.87,28,20.91,7.09,84.97,30.08,20.99,39
-48.41,-10.7,2015,1,26,26,2015-01-26,24.85,29.56,20.62,8.94,82.05,11.73,21.27,39
-48.41,-10.7,2015,1,27,27,2015-01-27,25.67,30.96,21.38,9.58,80.1,3.49,21.64,39
-48.41,-10.7,2015,1,28,28,2015-01-28,26.28,31.75,21.63,10.12,76.13,4.13,21.41,39
-48.41,-10.7,2015,1,29,29,2015-01-29,27.18,32.55,22.27,10.28,70.75,0.65,21.07,39
-48.41,-10.7,2015,1,30,30,2015-01-30,27.8,33.03,23.61,9.42,66.82,0.16,20.75,39
-48.41,-10.7,2015,1,31,31,2015-01-31,26.78,32.48,22.37,10.11,75.67,15.53,21.83,39
-48.41,-10.7,2015,2,1,32,2015-02-01,25.01,28.71,22.01,6.7,84.92,5.84,22.15,39
-48.41,-10.7,2015,2,2,33,2015-02-02,25.55,30.56,21.07,9.49,78.65,0.78,21.21,39
-48.41,-10.7,2015,2,3,34,2015-02-03,24.91,29.31,21.32,7.99,83.22,5.4,21.64,39
-48.41,-10.7,2015,2,4,35,2015-02-04,24.85,30.12,20.62,9.5,82.16,3.86,21.29,39
-48.41,-10.7,2015,2,5,36,2015-02-05,24.93,29.58,21.09,8.49,83.15,1.37,21.64,39
-48.41,-10.7,2015,2,6,37,2015-02-06,24.31,27.38,22.2,5.18,90.07,30.61,22.51,39
-48.41,-10.7,2015,2,7,38,2015-02-07,23.81,26.77,21.66,5.11,89.11,10.21,21.83,39
-48.41,-10.7,2015,2,8,39,2015-02-08,24.57,28.42,21.43,6.99,86.54,11.14,22.02,39
-48.41,-10.7,2015,2,9,40,2015-02-09,24.6,28.42,22.01,6.41,88.79,15.86,22.51,39
-48.41,-10.7,2015,2,10,41,2015-02-10,25.69,30.81,21.32,9.49,83,3.84,22.28,39
-48.41,-10.7,2015,2,11,42,2015-02-11,25.9,30.71,21.68,9.03,81.11,1.5,22.12,39
-48.41,-10.7,2015,2,12,43,2015-02-12,26.05,30.73,21.2,9.53,80.03,0.62,22.03,39
-48.41,-10.7,2015,2,13,44,2015-02-13,25.42,28.84,22.36,6.48,82.13,2.01,22.03,39
-48.41,-10.7,2015,2,14,45,2015-02-14,25.07,29.49,22.07,7.42,85.19,3,22.22,39
-48.41,-10.7,2015,2,15,46,2015-02-15,26.27,31.27,21.12,10.15,75.44,0.52,21.2,39
-48.41,-10.7,2015,2,16,47,2015-02-16,26.1,30.95,21.83,9.12,77.21,0.91,21.6,39
-48.41,-10.7,2015,2,17,48,2015-02-17,24.08,26.72,22.36,4.36,89.19,6.3,22.14,39
-48.41,-10.7,2015,2,18,49,2015-02-18,24.79,28.33,21.59,6.74,85.02,28.25,21.97,39
-48.41,-10.7,2015,2,19,50,2015-02-19,24.68,29.49,21.43,8.06,85.09,10.54,21.77,39
-48.41,-10.7,2015,2,20,51,2015-02-20,23.77,27.13,21.53,5.6,87.39,5.73,21.45,39
-48.41,-10.7,2015,2,21,52,2015-02-21,25.11,29.62,20.35,9.27,79.17,1.68,21.02,39
-48.41,-10.7,2015,2,22,53,2015-02-22,24.24,28.11,21.17,6.94,79.01,4.73,20.22,39
-48.41,-10.7,2015,2,23,54,2015-02-23,24.26,28.69,20.51,8.18,80.6,7.79,20.53,39
-48.41,-10.7,2015,2,24,55,2015-02-24,24.61,29.43,19.96,9.47,79.39,1.73,20.52,39
-48.41,-10.7,2015,2,25,56,2015-02-25,25.68,30.36,20.95,9.41,80.61,1.15,21.86,39
-48.41,-10.7,2015,2,26,57,2015-02-26,26.29,30.61,21.99,8.62,80.93,0.37,22.51,39
-48.41,-10.7,2015,2,27,58,2015-02-27,25.99,29.97,22.34,7.63,82.68,1.9,22.62,39
-48.41,-10.7,2015,2,28,59,2015-02-28,25.89,29.4,22.29,7.11,80.23,0.55,22.06,39
-48.41,-10.7,2015,3,1,60,2015-03-01,25.85,29.68,21.98,7.7,80.77,12.26,22.11,39
-48.41,-10.7,2015,3,2,61,2015-03-02,25.64,29.85,21.46,8.39,82.13,7.82,22.13,39
-48.41,-10.7,2015,3,3,62,2015-03-03,25.66,30.23,21.58,8.65,83.26,7.41,22.38,39
-48.41,-10.7,2015,3,4,63,2015-03-04,25.59,29.73,21.79,7.94,80.98,4.33,21.85,39
-48.41,-10.7,2015,3,5,64,2015-03-05,24.95,29.06,21.58,7.48,83.76,1.52,21.82,39
-48.41,-10.7,2015,3,6,65,2015-03-06,25.36,29.51,20.96,8.55,81.14,2.25,21.64,39
-48.41,-10.7,2015,3,7,66,2015-03-07,24.79,28.42,21.84,6.58,87.15,6.53,22.39,39
-48.41,-10.7,2015,3,8,67,2015-03-08,25.87,30.54,21.37,9.17,80.93,4.46,22.03,39
-48.41,-10.7,2015,3,9,68,2015-03-09,25.29,30.03,21.93,8.1,84.44,0.87,22.3,39
-48.41,-10.7,2015,3,10,69,2015-03-10,26.68,30.82,22.73,8.09,79.54,0.8,22.66,39
-48.41,-10.7,2015,3,11,70,2015-03-11,26.04,29.62,22.73,6.89,83.14,26.01,22.82,39
-48.41,-10.7,2015,3,12,71,2015-03-12,24.73,27.71,22.74,4.97,89.37,9.4,22.81,39
-48.41,-10.7,2015,3,13,72,2015-03-13,25.34,30.06,21.96,8.1,85.17,2.95,22.45,39
-48.41,-10.7,2015,3,14,73,2015-03-14,25.96,29.8,22.49,7.31,83.04,1.29,22.67,39
-48.41,-10.7,2015,3,15,74,2015-03-15,25.89,30.44,22.2,8.24,84.15,1.62,22.76,39
-48.41,-10.7,2015,3,16,75,2015-03-16,25.13,29.23,22.37,6.86,87.06,3.81,22.66,39
-48.41,-10.7,2015,3,17,76,2015-03-17,26.16,31.01,21.21,9.8,79.14,2.17,21.95,39
-48.41,-10.7,2015,3,18,77,2015-03-18,25.79,30.13,21.32,8.81,79.46,2.69,21.73,39
-48.41,-10.7,2015,3,19,78,2015-03-19,23.25,25.97,20.94,5.03,88.89,1.16,21.28,39
-48.41,-10.7,2015,3,20,79,2015-03-20,24.05,28.61,20.66,7.95,85.3,12.98,21.24,39
-48.41,-10.7,2014,9,21,264,2014-09-21,29.83,37.58,23.48,14.1,48.66,0,16.72,40
-48.41,-10.7,2014,9,22,265,2014-09-22,29.71,36.37,24.71,11.66,51.9,0.67,17.97,40
-48.41,-10.7,2014,9,23,266,2014-09-23,28.91,35.97,23.36,12.61,62.94,9.24,20.32,40
-48.41,-10.7,2014,9,24,267,2014-09-24,29.05,35.12,24.05,11.07,61.65,2.61,19.89,40
-48.41,-10.7,2014,9,25,268,2014-09-25,29.68,36.5,24,12.5,56.49,3.38,18.65,40
-48.41,-10.7,2014,9,26,269,2014-09-26,28.96,34.77,23.85,10.92,60.57,13.61,19.72,40
-48.41,-10.7,2014,9,27,270,2014-09-27,29.74,35.48,25.01,10.47,54.15,2.06,18.84,40
-48.41,-10.7,2014,9,28,271,2014-09-28,29.4,35.85,25.31,10.54,55.17,0.87,18.79,40
-48.41,-10.7,2014,9,29,272,2014-09-29,28.47,34.59,23.91,10.68,63.7,5.61,20.18,40
-48.41,-10.7,2014,9,30,273,2014-09-30,28.76,36.38,22.65,13.73,61.89,0.21,19.61,40
-48.41,-10.7,2014,10,1,274,2014-10-01,28.94,35.08,24.2,10.88,63.83,11.6,20.85,40
-48.41,-10.7,2014,10,2,275,2014-10-02,28.51,33.88,24.84,9.04,70.46,20.89,22.22,40
-48.41,-10.7,2014,10,3,276,2014-10-03,26.86,30.92,23.63,7.29,70.4,7.08,20.66,40
-48.41,-10.7,2014,10,4,277,2014-10-04,26.64,32.49,21.23,11.26,66.15,2.76,19.35,40
-48.41,-10.7,2014,10,5,278,2014-10-05,27.44,33.62,22.75,10.87,59.32,0,18.22,40
-48.41,-10.7,2014,10,6,279,2014-10-06,26.56,33.54,20.42,13.12,54.23,0,15.92,40
-48.41,-10.7,2014,10,7,280,2014-10-07,27.18,33.82,20.31,13.51,52.83,0,16.06,40
-48.41,-10.7,2014,10,8,281,2014-10-08,28.18,34.65,22.09,12.56,53.95,0,17.25,40
-48.41,-10.7,2014,10,9,282,2014-10-09,29.1,35.49,22.81,12.68,52.67,0,17.77,40
-48.41,-10.7,2014,10,10,283,2014-10-10,29.29,35.79,24.18,11.61,54.65,2.65,18.46,40
-48.41,-10.7,2014,10,11,284,2014-10-11,29.47,36.99,22.92,14.07,51.76,0.01,17.26,40
-48.41,-10.7,2014,10,12,285,2014-10-12,28.29,35.51,22.65,12.86,50.51,0,16.2,40
-48.41,-10.7,2014,10,13,286,2014-10-13,28.41,36.51,20.87,15.64,50.18,0,16.35,40
-48.41,-10.7,2014,10,14,287,2014-10-14,28.85,37.08,22.71,14.37,45.27,0,14.61,40
-48.41,-10.7,2014,10,15,288,2014-10-15,29.04,37.98,20.48,17.5,43.21,0,14.04,40
-48.41,-10.7,2014,10,16,289,2014-10-16,29.85,39.58,21.94,17.64,38,0,12.07,40
-48.41,-10.7,2014,10,17,290,2014-10-17,29.55,39.22,21.72,17.5,33.17,0,10.43,40
-48.41,-10.7,2014,10,18,291,2014-10-18,28.78,36.99,21.19,15.8,55.54,2.75,17.89,40
-48.41,-10.7,2014,10,19,292,2014-10-19,28.24,35.37,22.54,12.83,65.29,1.27,20.2,40
-48.41,-10.7,2014,10,20,293,2014-10-20,30.01,38.1,22.81,15.29,58.11,0.02,19.16,40
-48.41,-10.7,2014,10,21,294,2014-10-21,29.61,36.72,24.49,12.23,57.48,1.22,19.5,40
-48.41,-10.7,2014,10,22,295,2014-10-22,28.14,34.5,24.05,10.45,68.17,15.96,21.05,40
-48.41,-10.7,2014,10,23,296,2014-10-23,26.74,32.11,22.92,9.19,74.56,11.86,21.27,40
-48.41,-10.7,2014,10,24,297,2014-10-24,26.54,31.76,22.52,9.24,71.25,0.72,20.31,40
-48.41,-10.7,2014,10,25,298,2014-10-25,27.77,34.61,21.98,12.63,63.49,0.02,19.14,40
-48.41,-10.7,2014,10,26,299,2014-10-26,27.6,34.46,22.83,11.63,63.4,4.84,19.2,40
-48.41,-10.7,2014,10,27,300,2014-10-27,26.85,32.34,22.83,9.51,72.84,0.04,21.08,40
-48.41,-10.7,2014,10,28,301,2014-10-28,28.18,35.8,21.89,13.91,62.13,0.24,19.24,40
-48.41,-10.7,2014,10,29,302,2014-10-29,27.33,32.15,23.47,8.68,71.5,12.56,21.23,40
-48.41,-10.7,2014,10,30,303,2014-10-30,27.36,32.79,22.21,10.58,69.71,1.82,20.8,40
-48.41,-10.7,2014,10,31,304,2014-10-31,25.98,30.5,22.79,7.71,76.04,7.19,21.07,40
-48.41,-10.7,2014,11,1,305,2014-11-01,28.32,35.04,21.67,13.37,63.21,0.38,19.59,40
-48.41,-10.7,2014,11,2,306,2014-11-02,29.19,35.9,23.45,12.45,59.51,0.22,19.41,40
-48.41,-10.7,2014,11,3,307,2014-11-03,26.97,31.91,24.01,7.9,73.66,1.69,21.51,40
-48.41,-10.7,2014,11,4,308,2014-11-04,27.06,31.77,22.44,9.33,72.22,0.06,21.1,40
-48.41,-10.7,2014,11,5,309,2014-11-05,27.23,32.99,21.72,11.27,71.14,0.26,20.89,40
-48.41,-10.7,2014,11,6,310,2014-11-06,29.27,35.38,23.41,11.97,62.5,0.09,20.4,40
-48.41,-10.7,2014,11,7,311,2014-11-07,29.99,36.77,23.58,13.19,60.69,6.27,20.57,40
-48.41,-10.7,2014,11,8,312,2014-11-08,27.9,33.24,24.33,8.91,74.06,6.2,22.41,40
-48.41,-10.7,2014,11,9,313,2014-11-09,26.11,31.47,23.07,8.4,77.85,11.74,21.54,40
-48.41,-10.7,2014,11,10,314,2014-11-10,26.71,32.66,22.27,10.39,75.17,1.52,21.3,40
-48.41,-10.7,2014,11,11,315,2014-11-11,28.23,33.89,22.62,11.27,67.85,0.03,20.99,40
-48.41,-10.7,2014,11,12,316,2014-11-12,27.83,33.53,23.35,10.18,69.09,7.29,21.14,40
-48.41,-10.7,2014,11,13,317,2014-11-13,25.38,28.36,23.21,5.15,85.11,17.15,22.57,40
-48.41,-10.7,2014,11,14,318,2014-11-14,26.11,30.81,22.31,8.5,80,20.02,22.03,40
-48.41,-10.7,2014,11,15,319,2014-11-15,26.58,31.97,21.78,10.19,78.17,5.29,22.07,40
-48.41,-10.7,2014,11,16,320,2014-11-16,26.13,30.49,22.58,7.91,81.17,11.3,22.38,40
-48.41,-10.7,2014,11,17,321,2014-11-17,25.19,29.31,22.44,6.87,83.3,2.58,21.93,40
-48.41,-10.7,2014,11,18,322,2014-11-18,26.05,30.94,21.5,9.44,79.76,9.32,21.93,40
-48.41,-10.7,2014,11,19,323,2014-11-19,25.79,30.45,21.81,8.64,82.07,9.02,22.22,40
-48.41,-10.7,2014,11,20,324,2014-11-20,24.95,28.86,21.88,6.98,85.78,6.9,22.25,40
-48.41,-10.7,2014,11,21,325,2014-11-21,24.59,27.79,22.31,5.48,89.28,10.21,22.63,40
-48.41,-10.7,2014,11,22,326,2014-11-22,25.95,30.23,21.81,8.42,82.72,4.55,22.52,40
-48.41,-10.7,2014,11,23,327,2014-11-23,25.32,29.56,22.3,7.26,84.63,8.92,22.38,40
-48.41,-10.7,2014,11,24,328,2014-11-24,26.25,30.9,21.47,9.43,78.38,4.09,21.87,40
-48.41,-10.7,2014,11,25,329,2014-11-25,26.91,31.22,21.89,9.33,74.48,9.13,21.75,40
-48.41,-10.7,2014,11,26,330,2014-11-26,26.04,29.74,22.41,7.33,80.43,9.85,22.22,40
-48.41,-10.7,2014,11,27,331,2014-11-27,26.46,30.98,21.97,9.01,80.83,16.51,22.63,40
-48.41,-10.7,2014,11,28,332,2014-11-28,27.09,31.54,23.2,8.34,77.42,17.22,22.48,40
-48.41,-10.7,2014,11,29,333,2014-11-29,27.39,32.43,21.7,10.73,74.81,0.86,22.17,40
-48.41,-10.7,2014,11,30,334,2014-11-30,27.91,32.66,22.89,9.77,72.7,14.54,22.26,40
-48.41,-10.7,2014,12,1,335,2014-12-01,27.54,31.91,23.28,8.63,66.19,2.68,20.07,40
-48.41,-10.7,2014,12,2,336,2014-12-02,26.22,31.86,21.24,10.62,73.79,1.78,20.79,40
-48.41,-10.7,2014,12,3,337,2014-12-03,24.52,28.91,21.95,6.96,78.53,0.13,20.31,40
-48.41,-10.7,2014,12,4,338,2014-12-04,25.8,31.68,19.84,11.84,72.73,0,20.12,40
-48.41,-10.7,2014,12,5,339,2014-12-05,26.89,32.22,21.28,10.94,70.54,11.2,20.68,40
-48.41,-10.7,2014,12,6,340,2014-12-06,24.52,28.24,22.02,6.22,86.1,9.37,21.93,40
-48.41,-10.7,2014,12,7,341,2014-12-07,23.66,27.02,20.92,6.1,83.78,1.67,20.57,40
-48.41,-10.7,2014,12,8,342,2014-12-08,24.54,29.63,20.35,9.28,82.68,4.25,21.13,40
-48.41,-10.7,2014,12,9,343,2014-12-09,24.74,29.23,21.07,8.16,81.37,2.48,21.07,40
-48.41,-10.7,2014,12,10,344,2014-12-10,26.72,32.69,21.32,11.37,72.57,0.06,20.88,40
-48.41,-10.7,2014,12,11,345,2014-12-11,26.63,30.89,21.99,8.9,74.09,11.32,21.33,40
-48.41,-10.7,2014,12,12,346,2014-12-12,24.85,27.37,22.4,4.97,84.75,6.62,22.04,40
-48.41,-10.7,2014,12,13,347,2014-12-13,25.37,30.12,21.71,8.41,80.97,30.75,21.51,40
-48.41,-10.7,2014,12,14,348,2014-12-14,25.43,29.62,21.82,7.8,84.13,23.64,22.35,40
-48.41,-10.7,2014,12,15,349,2014-12-15,24.52,27.87,21.79,6.08,87.5,13.49,22.18,40
-48.41,-10.7,2014,12,16,350,2014-12-16,25.5,30.04,21.75,8.29,83.11,1.64,22.15,40
-48.41,-10.7,2014,12,17,351,2014-12-17,25.46,29.49,22.21,7.28,84.68,10.91,22.5,40
-48.41,-10.7,2014,12,18,352,2014-12-18,24.72,27.96,21.78,6.18,86.36,3.78,22.15,40
-48.41,-10.7,2014,12,19,353,2014-12-19,24.46,27.45,21.94,5.51,87.49,1.17,22.12,40
-48.41,-10.7,2014,12,20,354,2014-12-20,24.41,27.98,21.8,6.18,87.59,17.83,22.08,40
-48.41,-10.7,2014,12,21,355,2014-12-21,24.6,28.98,21.4,7.58,85.9,4.57,21.92,40
-48.41,-10.7,2014,12,22,356,2014-12-22,25.01,29.38,21.36,8.02,85.79,20.53,22.29,40
-48.41,-10.7,2014,12,23,357,2014-12-23,24.11,26.91,21.71,5.2,87.28,12.7,21.8,40
-48.41,-10.7,2014,12,24,358,2014-12-24,25.1,29.16,21.26,7.9,84.07,8.04,22.08,40
-48.41,-10.7,2014,12,25,359,2014-12-25,25.91,30.81,21.79,9.02,80.37,4.08,22,40
-48.41,-10.7,2014,12,26,360,2014-12-26,26.24,31.44,21.78,9.66,76.75,1.43,21.47,40
-48.41,-10.7,2014,12,27,361,2014-12-27,26.41,31.73,20.38,11.35,69.7,1.77,20.06,40
-48.41,-10.7,2014,12,28,362,2014-12-28,26.91,32.21,20.73,11.48,68.6,0.02,20.27,40
-48.41,-10.7,2014,12,29,363,2014-12-29,27.1,32.41,21.8,10.61,71.03,5.31,21.07,40
-48.41,-10.7,2014,12,30,364,2014-12-30,26.17,30.66,21.89,8.77,78.7,24.07,21.94,40
-48.41,-10.7,2014,12,31,365,2014-12-31,26.93,31.27,23.16,8.11,74.58,2.61,21.76,40
-48.41,-10.7,2015,1,1,1,2015-01-01,26.71,31.2,23.01,8.19,76.94,1.69,22.08,40
-48.41,-10.7,2015,1,2,2,2015-01-02,27.13,32.08,22.56,9.52,72.15,0.04,21.32,40
-48.41,-10.7,2015,1,3,3,2015-01-03,27.87,33.23,23,10.23,66.71,1.69,20.73,40
-48.41,-10.7,2015,1,4,4,2015-01-04,26.4,31.45,21.89,9.56,78.01,8.86,21.96,40
-48.41,-10.7,2015,1,5,5,2015-01-05,25.92,30.93,21.31,9.62,79.79,6.3,21.85,40
-48.41,-10.7,2015,1,6,6,2015-01-06,26.29,31.13,21.5,9.63,77.84,3.94,21.8,40
-48.41,-10.7,2015,1,7,7,2015-01-07,26.89,31.22,22.95,8.27,73.71,5.99,21.58,40
-48.41,-10.7,2015,1,8,8,2015-01-08,26.77,31.52,21.88,9.64,74.21,1.74,21.55,40
-48.41,-10.7,2015,1,9,9,2015-01-09,26.7,30.37,23.15,7.22,75.29,1.67,21.71,40
-48.41,-10.7,2015,1,10,10,2015-01-10,25.98,29.94,22.08,7.86,79.12,3.8,21.93,40
-48.41,-10.7,2015,1,11,11,2015-01-11,25.37,28.77,22.27,6.5,82.75,2.91,22.1,40
-48.41,-10.7,2015,1,12,12,2015-01-12,26.16,30.75,23.03,7.72,78.03,0.82,21.74,40
-48.41,-10.7,2015,1,13,13,2015-01-13,24.84,28.57,22.19,6.38,83.7,2.19,21.72,40
-48.41,-10.7,2015,1,14,14,2015-01-14,25.84,30.38,20.52,9.86,75.69,3.17,20.83,40
-48.41,-10.7,2015,1,15,15,2015-01-15,24.06,27.51,21.59,5.92,83.64,1.52,21.01,40
-48.41,-10.7,2015,1,16,16,2015-01-16,24.42,29.63,20.9,8.73,81.13,0.34,20.74,40
-48.41,-10.7,2015,1,17,17,2015-01-17,25.49,30.29,21.12,9.17,80.52,0.42,21.61,40
-48.41,-10.7,2015,1,18,18,2015-01-18,26,29.91,21.65,8.26,78.46,4.94,21.74,40
-48.41,-10.7,2015,1,19,19,2015-01-19,26,30.33,22.52,7.81,80.74,4.44,22.21,40
-48.41,-10.7,2015,1,20,20,2015-01-20,24.33,27.07,22.17,4.9,87.41,3.56,22.02,40
-48.41,-10.7,2015,1,21,21,2015-01-21,23.31,26.2,20.73,5.47,88.35,3.95,21.2,40
-48.41,-10.7,2015,1,22,22,2015-01-22,25.54,31.84,19.96,11.88,72.77,0.13,19.56,40
-48.41,-10.7,2015,1,23,23,2015-01-23,26.2,31.44,20.83,10.61,67.22,1.03,19.04,40
-48.41,-10.7,2015,1,24,24,2015-01-24,23.98,27.49,21.41,6.08,84.35,27.51,21.05,40
-48.41,-10.7,2015,1,25,25,2015-01-25,23.87,28,20.91,7.09,84.97,30.08,20.99,40
-48.41,-10.7,2015,1,26,26,2015-01-26,24.85,29.56,20.62,8.94,82.05,11.73,21.27,40
-48.41,-10.7,2015,1,27,27,2015-01-27,25.67,30.96,21.38,9.58,80.1,3.49,21.64,40
-48.41,-10.7,2015,1,28,28,2015-01-28,26.28,31.75,21.63,10.12,76.13,4.13,21.41,40
-48.41,-10.7,2015,1,29,29,2015-01-29,27.18,32.55,22.27,10.28,70.75,0.65,21.07,40
-48.41,-10.7,2015,1,30,30,2015-01-30,27.8,33.03,23.61,9.42,66.82,0.16,20.75,40
-48.41,-10.7,2015,1,31,31,2015-01-31,26.78,32.48,22.37,10.11,75.67,15.53,21.83,40
-48.41,-10.7,2015,2,1,32,2015-02-01,25.01,28.71,22.01,6.7,84.92,5.84,22.15,40
-48.41,-10.7,2015,2,2,33,2015-02-02,25.55,30.56,21.07,9.49,78.65,0.78,21.21,40
-48.41,-10.7,2015,2,3,34,2015-02-03,24.91,29.31,21.32,7.99,83.22,5.4,21.64,40
-48.41,-10.7,2015,2,4,35,2015-02-04,24.85,30.12,20.62,9.5,82.16,3.86,21.29,40
-48.41,-10.7,2015,2,5,36,2015-02-05,24.93,29.58,21.09,8.49,83.15,1.37,21.64,40
-48.41,-10.7,2015,2,6,37,2015-02-06,24.31,27.38,22.2,5.18,90.07,30.61,22.51,40
-48.41,-10.7,2015,2,7,38,2015-02-07,23.81,26.77,21.66,5.11,89.11,10.21,21.83,40
